model_id,model_label,replicate,trial_origin,task_id,question_type,answer_type,submitted_answer,expected_answer,answer_score,error_category,original_exception,timeout,duration_seconds,total_input_tokens,output_tokens,provider_list_price_cost_usd,response_models,trial_dir
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model09_QA01,tooth_count,numeric,12,17,0.0,numeric_underestimate,none,False,77.692833,70534,2806,0.007282729200000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model09-qa01__PdLK6ii
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model09_QA02,transmission_ratio,numeric,5.0,5.4,0.0,numeric_underestimate,none,False,97.862899,44022,4487,0.0076518594,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model09-qa02__N7dQQso
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model09_QA03,tooth_count,numeric,,75,0.0,operational_timeout,agent_timeout,True,623.683657,989673,14657,0.08201847420000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model09-qa03__7WSpYvz
qwen3.7-plus,Qwen 3.7 Plus,qwen-run-c,new,Model10_QA01,transmission_ratio,numeric,30,32,0.0,numeric_underestimate,none,False,61.695008,43972,2029,0.005493323400000001,"[""qwen3.7-plus""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/qwen-run-c/gear-crossmodel-3x-20260816-1727-qwen-run-c/gear-base-model10-qa01__mRbgV53
claude-opus-5,Claude Opus 5,opus-run-a,new,Model02_QA01,transmission_ratio,numeric,,16,0.0,operational_timeout,agent_timeout,True,626.66355,1479276,42680,2.15801175,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model02-qa01__kYvFxz6
claude-opus-5,Claude Opus 5,opus-run-a,new,Model02_QA03,component_count,numeric,9,5,0.0,numeric_overestimate,none,False,79.268015,116201,3468,0.18680325,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model02-qa03__SLwLNtA
claude-opus-5,Claude Opus 5,opus-run-a,new,Model03_QA03,tooth_count,numeric,16,20,0.0,numeric_underestimate,none,False,121.758385,278724,7063,0.3943605,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model03-qa03__oLVqqhw
claude-opus-5,Claude Opus 5,opus-run-a,new,Model04_QA01,transmission_ratio,numeric,,5,0.0,operational_timeout,agent_timeout,True,622.813884,1460245,41394,2.10024775,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model04-qa01__tUjnRXt
claude-opus-5,Claude Opus 5,opus-run-a,new,Model04_QA04,tooth_count,numeric,24,34,0.0,numeric_underestimate,none,False,550.45895,1162461,37465,1.78004925,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model04-qa04__Avfn8JG
claude-opus-5,Claude Opus 5,opus-run-a,new,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,39.742571,89411,893,0.101785,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model06-qa01__niSQ5mN
claude-opus-5,Claude Opus 5,opus-run-a,new,Model07_QA03,transmission_ratio,numeric,,12,0.0,operational_timeout,agent_timeout,True,623.531433,813164,40523,1.78975425,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model07-qa03__ANAXABc
claude-opus-5,Claude Opus 5,opus-run-a,new,Model08_QA01,tooth_count,numeric,12,29,0.0,numeric_underestimate,none,False,122.198,360989,7272,0.46306075,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model08-qa01__N2de35F
claude-opus-5,Claude Opus 5,opus-run-a,new,Model08_QA02,tooth_count,numeric,12,105,0.0,numeric_underestimate,none,False,162.254652,612893,9985,0.69742225,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model08-qa02__zoyCBBV
claude-opus-5,Claude Opus 5,opus-run-a,new,Model08_QA03,transmission_ratio,numeric,,3.6,0.0,operational_timeout,agent_timeout,True,622.755556,1380059,38400,2.036714,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model08-qa03__59sNP7S
claude-opus-5,Claude Opus 5,opus-run-a,new,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,315.764878,572938,20539,1.0085165,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model08-qa04__zumVWUz
claude-opus-5,Claude Opus 5,opus-run-a,new,Model10_QA01,transmission_ratio,numeric,,32,0.0,operational_timeout,agent_timeout,True,627.32242,1903728,35582,2.209181,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-a/gear-crossmodel-3x-20260816-1727-opus-run-a/gear-base-model10-qa01__daSgxUv
claude-opus-5,Claude Opus 5,opus-run-b,new,Model02_QA01,transmission_ratio,numeric,,16,0.0,operational_timeout,agent_timeout,True,633.208705,2006004,38266,2.35696425,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model02-qa01__C6rZNhn
claude-opus-5,Claude Opus 5,opus-run-b,new,Model02_QA03,component_count,numeric,13,5,0.0,numeric_overestimate,none,False,408.181036,1018369,24992,1.402243,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model02-qa03__aKgGWBY
claude-opus-5,Claude Opus 5,opus-run-b,new,Model03_QA03,tooth_count,numeric,16,20,0.0,numeric_underestimate,none,False,153.942259,352666,10436,0.55506775,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model03-qa03__rbmxGCY
claude-opus-5,Claude Opus 5,opus-run-b,new,Model04_QA01,transmission_ratio,numeric,6,5,0.0,numeric_overestimate,none,False,475.665975,1117613,33056,1.68422,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model04-qa01__7BouNbZ
claude-opus-5,Claude Opus 5,opus-run-b,new,Model04_QA04,tooth_count,numeric,24,34,0.0,numeric_underestimate,none,False,410.310097,898593,25339,1.32990075,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model04-qa04__MZt4AzE
claude-opus-5,Claude Opus 5,opus-run-b,new,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,30.670515,44568,635,0.038177,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model06-qa01__DGMtvQo
claude-opus-5,Claude Opus 5,opus-run-b,new,Model06_QA04,transmission_ratio,numeric,,2,0.0,operational_timeout,agent_timeout,True,625.907555,1412061,41556,2.0972085,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model06-qa04__ASHFjNs
claude-opus-5,Claude Opus 5,opus-run-b,new,Model07_QA03,transmission_ratio,numeric,,12,0.0,operational_timeout,agent_timeout,True,622.288911,839640,42390,1.78734625,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model07-qa03__D6bjgR2
claude-opus-5,Claude Opus 5,opus-run-b,new,Model08_QA01,tooth_count,numeric,12,29,0.0,numeric_underestimate,none,False,119.505473,376645,7182,0.4582325,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model08-qa01__Z9FzT2a
claude-opus-5,Claude Opus 5,opus-run-b,new,Model08_QA02,tooth_count,numeric,12,105,0.0,numeric_underestimate,none,False,265.606067,762060,17419,0.99345025,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model08-qa02__3vYPqLU
claude-opus-5,Claude Opus 5,opus-run-b,new,Model08_QA03,transmission_ratio,numeric,,3.6,0.0,operational_timeout,agent_timeout,True,622.991285,1226633,38240,1.8697345,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model08-qa03__6CZDiPS
claude-opus-5,Claude Opus 5,opus-run-b,new,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,500.977414,988856,32411,1.58969725,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-b/gear-crossmodel-3x-20260816-1727-opus-run-b/gear-base-model08-qa04__DeVkciz
claude-opus-5,Claude Opus 5,opus-run-c,new,Model02_QA01,transmission_ratio,numeric,,16,0.0,operational_timeout,agent_timeout,True,629.115837,2089970,37945,2.39964575,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model02-qa01__fXefcHe
claude-opus-5,Claude Opus 5,opus-run-c,new,Model02_QA03,component_count,numeric,9,5,0.0,numeric_overestimate,none,False,60.594645,115436,2201,0.16874125,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model02-qa03__Mqct32L
claude-opus-5,Claude Opus 5,opus-run-c,new,Model03_QA03,tooth_count,numeric,16,20,0.0,numeric_underestimate,none,False,137.037846,300387,8842,0.47817875,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model03-qa03__vEnGGUY
claude-opus-5,Claude Opus 5,opus-run-c,new,Model04_QA04,tooth_count,numeric,24,34,0.0,numeric_underestimate,none,False,576.359716,1665295,33561,1.98284,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model04-qa04__2X9MrnK
claude-opus-5,Claude Opus 5,opus-run-c,new,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,33.299428,44568,868,0.09458475,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model06-qa01__qefyMht
claude-opus-5,Claude Opus 5,opus-run-c,new,Model06_QA02,tooth_count,numeric,,25,0.0,operational_timeout,agent_timeout,True,623.821354,2062866,36754,2.2922525,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model06-qa02__3JPbeVm
claude-opus-5,Claude Opus 5,opus-run-c,new,Model06_QA04,transmission_ratio,numeric,,2,0.0,operational_timeout,agent_timeout,True,624.342936,916116,41275,1.775184,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model06-qa04__yWbkntV
claude-opus-5,Claude Opus 5,opus-run-c,new,Model07_QA03,transmission_ratio,numeric,,12,0.0,operational_timeout,agent_timeout,True,622.024333,669665,37606,1.57993975,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model07-qa03__puaZaYA
claude-opus-5,Claude Opus 5,opus-run-c,new,Model08_QA01,tooth_count,numeric,12,29,0.0,numeric_underestimate,none,False,126.145163,396815,7309,0.47619225,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model08-qa01__SEtZvhA
claude-opus-5,Claude Opus 5,opus-run-c,new,Model08_QA02,tooth_count,numeric,12,105,0.0,numeric_underestimate,none,False,520.41855,1090153,33840,1.6450165,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model08-qa02__jY9CSar
claude-opus-5,Claude Opus 5,opus-run-c,new,Model08_QA03,transmission_ratio,numeric,,3.6,0.0,operational_timeout,agent_timeout,True,623.034054,1162804,40845,1.90709825,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model08-qa03__t4JSNQL
claude-opus-5,Claude Opus 5,opus-run-c,new,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,610.267768,1888123,38814,2.320982,"[""claude-opus-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/opus-run-c/gear-crossmodel-3x-20260816-1727-opus-run-c/gear-base-model08-qa04__xJwErYS
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model02_QA01,transmission_ratio,numeric,,16,0.0,operational_timeout,agent_timeout,True,633.0477,1030172,34511,3.3395975,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model02-qa01__2sdiYZr
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model02_QA03,component_count,numeric,9,5,0.0,numeric_overestimate,none,False,63.512518,68332,2547,0.2647705,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model02-qa03__s3mbqEX
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model03_QA03,tooth_count,numeric,16,20,0.0,numeric_underestimate,none,False,314.44124,405801,9371,1.096788,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model03-qa03__tZ4x4L2
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model04_QA01,transmission_ratio,numeric,6,5,0.0,numeric_overestimate,none,False,577.017065,1026522,30015,3.0282315,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model04-qa01__uWKVtva
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model04_QA04,tooth_count,numeric,24,34,0.0,numeric_underestimate,none,False,358.992918,599167,17208,1.781974,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model04-qa04__4o5tKJo
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model05_QA01,tooth_count,numeric,19,20,0.0,numeric_underestimate,none,False,260.721521,430352,10067,1.15825,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model05-qa01__Pos5bwk
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,43.517585,68392,855,0.2145465,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model06-qa01__gLBQTHr
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model06_QA04,transmission_ratio,numeric,,2,0.0,operational_timeout,agent_timeout,True,623.053471,858698,33026,3.0344705,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model06-qa04__eroHPnj
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model07_QA03,transmission_ratio,numeric,,12,0.0,operational_timeout,agent_timeout,True,628.811497,1144519,32532,3.389418,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model07-qa03__DLPmazb
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model08_QA01,tooth_count,numeric,12,29,0.0,numeric_underestimate,none,False,152.861458,372951,8067,0.9899685,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model08-qa01__LyFyc9S
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model08_QA02,tooth_count,numeric,12,105,0.0,numeric_underestimate,none,False,132.834087,255318,7564,0.8317815,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model08-qa02__ydvLTuP
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model08_QA03,transmission_ratio,numeric,,3.6,0.0,operational_timeout,agent_timeout,True,622.609229,1353463,31405,3.5567395,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model08-qa03__Ng3wmRH
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,39.973642,45528,804,0.1878955,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model08-qa04__2oa2VKn
claude-fable-5,Claude Fable 5,fable-run-a,reused,Model10_QA01,transmission_ratio,numeric,31,32,0.0,numeric_underestimate,none,False,486.898395,1068335,25268,2.83381,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-a/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-a/gear-base-model10-qa01__aREg3yL
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model02_QA01,transmission_ratio,numeric,,16,0.0,operational_timeout,agent_timeout,True,633.574875,785964,34469,3.038241,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model02-qa01__iuCRKuP
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model02_QA03,component_count,numeric,12,5,0.0,numeric_overestimate,none,False,77.459687,68325,3351,0.33867,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model02-qa03__abqG9Pk
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model03_QA03,tooth_count,numeric,16,20,0.0,numeric_underestimate,none,False,139.867864,281973,7805,0.8703895,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model03-qa03__cpNvssE
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model04_QA04,tooth_count,numeric,24,34,0.0,operational_timeout,agent_timeout,True,625.795212,1051946,36864,3.4625945,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model04-qa04__w9Hzb88
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,42.933368,68429,807,0.1788565,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model06-qa01__nRncDag
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model06_QA02,tooth_count,numeric,,25,0.0,operational_timeout,agent_timeout,True,623.280679,788995,34994,3.0718755,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model06-qa02__jbQDjYq
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model06_QA03,tooth_count,numeric,51,50,0.0,numeric_overestimate,none,False,289.628845,515916,13506,1.424218,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model06-qa03__DuaRTNN
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model06_QA04,transmission_ratio,numeric,,2,0.0,operational_timeout,agent_timeout,True,623.144008,992513,31733,3.0357515,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model06-qa04__vUH9JET
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model07_QA03,transmission_ratio,numeric,,12,0.0,operational_timeout,agent_timeout,True,623.063619,976487,30401,3.1337775,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model07-qa03__TUErGZm
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model08_QA01,tooth_count,numeric,12,29,0.0,numeric_underestimate,none,False,202.200201,297957,6602,0.7885655,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model08-qa01__QmjRATf
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model08_QA02,tooth_count,numeric,12,105,0.0,numeric_underestimate,none,False,299.250996,575350,14124,1.5729925,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model08-qa02__dnUkQPD
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model08_QA03,transmission_ratio,numeric,,3.6,0.0,operational_timeout,agent_timeout,True,622.030839,584262,20604,2.0142115,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model08-qa03__M2eTLjN
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model08_QA04,gear_type,discrete,Spur,Helical,0.0,categorical_mismatch,none,False,40.521866,68427,940,0.2188545,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model08-qa04__AqiipCa
claude-fable-5,Claude Fable 5,fable-run-b,reused,Model10_QA01,transmission_ratio,numeric,,32,0.0,operational_timeout,agent_timeout,True,622.093034,2288916,36097,4.8475045,"[""claude-fable-5""]",outputs/gear-base-fable5-no-mcp-2x-20260816-1303/jobs/no-mcp-run-b/gear-base-fable5-no-mcp-2x-20260816-1303-no-mcp-run-b/gear-base-model10-qa01__s6hqJRu
claude-fable-5,Claude Fable 5,fable-run-c,new,Model02_QA03,component_count,numeric,12,5,0.0,numeric_overestimate,none,False,68.056045,68351,2774,0.310145,"[""claude-fable-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/fable-run-c/gear-crossmodel-3x-20260816-1727-fable-run-c/gear-base-model02-qa03__8UaNKGW
claude-fable-5,Claude Fable 5,fable-run-c,new,Model03_QA03,tooth_count,numeric,16,20,0.0,numeric_underestimate,none,False,336.085805,507278,10816,1.302631,"[""claude-fable-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/fable-run-c/gear-crossmodel-3x-20260816-1727-fable-run-c/gear-base-model03-qa03__iBK9xA2
claude-fable-5,Claude Fable 5,fable-run-c,new,Model04_QA01,transmission_ratio,numeric,6,5,0.0,numeric_overestimate,none,False,277.712973,566434,14409,1.5862615,"[""claude-fable-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/fable-run-c/gear-crossmodel-3x-20260816-1727-fable-run-c/gear-base-model04-qa01__eCEcVWF
claude-fable-5,Claude Fable 5,fable-run-c,new,Model04_QA04,tooth_count,numeric,,34,0.0,operational_timeout,agent_timeout,True,627.137994,1037673,41119,3.7498175,"[""claude-fable-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/fable-run-c/gear-crossmodel-3x-20260816-1727-fable-run-c/gear-base-model04-qa04__RZEq2NG
claude-fable-5,Claude Fable 5,fable-run-c,new,Model06_QA01,component_count,numeric,4,2,0.0,numeric_overestimate,none,False,43.509941,68411,843,0.214161,"[""claude-fable-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/fable-run-c/gear-crossmodel-3x-20260816-1727-fable-run-c/gear-base-model06-qa01__MbZJYPv
claude-fable-5,Claude Fable 5,fable-run-c,new,Model06_QA03,tooth_count,numeric,48,50,0.0,numeric_underestimate,none,False,323.293897,514355,14326,1.498286,"[""claude-fable-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/fable-run-c/gear-crossmodel-3x-20260816-1727-fable-run-c/gear-base-model06-qa03__KTFveTh
claude-fable-5,Claude Fable 5,fable-run-c,new,Model07_QA03,transmission_ratio,numeric,,12,0.0,operational_timeout,agent_timeout,True,622.853579,1105146,28108,3.1194795,"[""claude-fable-5""]",outputs/gear-crossmodel-3x-20260816-1727/jobs/fable-run-c/gear-crossmodel-3x-20260816-1727-fable-run-c/gear-base-model07-qa03__aktDsG3
